SalesOrder,SalesLineup,Bundle_History_ID,Taskid,TaskType,TaskIsDone,Entrytype,Action,History_Employee_Original,History_DateTime_CDT,History_Date_CDT
3010384708,32010,1278896,5894452,3,1,Tasks,Modified,685300,2024-06-30 13:09:30.900,2024-06-30
3010384708,32010,1278896,5894441,4,1,Tasks,Modified,685300,2024-06-30 13:10:29.333,2024-06-30
3010384708,32010,1278896,5893893,4,1,Tasks,Modified,0455874,2024-07-02 11:01:23.513,2024-07-02
3010384708,32010,1278896,5893972,4,1,Tasks,Modified,0455874,2024-07-02 10:52:15.860,2024-07-02
3010384708,32010,1278896,5894340,3,1,Tasks,Modified,685300,2024-06-30 13:09:13.883,2024-06-30
3010384708,32010,1278896,5893949,4,1,Tasks,Modified,0455874,2024-07-02 10:33:08.210,2024-07-02
3010384708,32010,1278896,5893688,4,1,Tasks,Modified,0455874,2024-07-02 09:01:14.403,2024-07-02
3010384708,32010,1278896,5894443,4,1,Tasks,Modified,685300,2024-06-30 13:10:23.363,2024-06-30
3010384708,32010,1278896,5894388,4,1,Tasks,Modified,685300,2024-06-30 13:10:58.760,2024-06-30
3010384708,32010,1278896,5894475,4,1,Tasks,Modified,685300,2024-06-30 13:11:10.497,2024-06-30
3010384708,32010,1278896,5894428,3,1,Tasks,Modified,685300,2024-06-30 12:39:18.483,2024-06-30
3010384708,32010,1278896,5894422,3,1,Tasks,Modified,685300,2024-06-30 12:39:18.483,2024-06-30
3010384708,32010,1278896,5894502,4,1,Tasks,Modified,685300,2024-06-30 13:11:49.070,2024-06-30
3010384708,32010,1278896,5894425,3,1,Tasks,Modified,685300,2024-06-30 12:39:18.483,2024-06-30
3010384708,32010,1278896,5894419,3,1,Tasks,Modified,685300,2024-06-30 12:39:18.483,2024-06-30
3010384708,32010,1278896,5894334,3,1,Tasks,Modified,685300,2024-06-30 13:09:06.783,2024-06-30
3010384708,32010,1278896,5894455,3,1,Tasks,Modified,685300,2024-06-30 13:09:36.217,2024-06-30
3010384708,32010,1278896,5894477,4,1,Tasks,Modified,685300,2024-06-30 13:11:16.280,2024-06-30
3010384708,32010,1278896,5894458,3,1,Tasks,Modified,685300,2024-06-30 13:09:36.217,2024-06-30
3010384708,32010,1278896,5894512,3,1,Tasks,Modified,685300,2024-06-30 12:43:34.730,2024-06-30
3010384708,32010,1278896,5894331,3,1,Tasks,Modified,685300,2024-06-30 13:09:06.783,2024-06-30
3010384708,32010,1278896,5894374,3,1,Tasks,Modified,685300,2024-06-30 13:09:19.377,2024-06-30
3010384708,32010,1278896,5894377,3,1,Tasks,Modified,685300,2024-06-30 13:09:19.377,2024-06-30
3010384708,32010,1278896,5894473,4,1,Tasks,Modified,685300,2024-06-30 13:10:53.530,2024-06-30
3010384708,32010,1278896,5894380,3,1,Tasks,Modified,685300,2024-06-30 13:09:19.377,2024-06-30
3010384708,32010,1278896,5894371,3,1,Tasks,Modified,685300,2024-06-30 13:09:19.377,2024-06-30
3010384708,32010,1278896,5894012,4,1,Tasks,Modified,0455874,2024-07-02 10:36:23.213,2024-07-02
3010384708,32010,1278896,5894401,3,1,Tasks,Modified,685300,2024-06-30 13:09:41.887,2024-06-30
3010384708,32010,1278896,5894395,3,1,Tasks,Modified,685300,2024-06-30 13:09:41.887,2024-06-30
3010384708,32010,1278896,5894404,3,1,Tasks,Modified,685300,2024-06-30 13:09:41.887,2024-06-30
3010384708,32010,1278896,5894398,3,1,Tasks,Modified,685300,2024-06-30 13:09:41.887,2024-06-30
3010384708,32010,1278896,5893912,4,1,Tasks,Modified,0455874,2024-07-02 10:44:38.510,2024-07-02
3010384708,32010,1278896,5893918,4,1,Tasks,Modified,0455874,2024-07-02 10:41:54.393,2024-07-02
3010384708,32010,1278896,5894483,4,1,Tasks,Modified,685300,2024-06-30 13:12:15.360,2024-06-30
3010384708,32010,1278896,5894416,3,1,Tasks,Modified,685300,2024-06-30 12:43:28.890,2024-06-30
3010384708,32010,1278896,5894047,4,1,Tasks,Modified,0455874,2024-07-02 10:30:07.687,2024-07-02
3010384708,32010,1278896,5894414,4,1,Tasks,Modified,685300,2024-06-30 13:11:34.417,2024-06-30
3010384708,32010,1278896,5893890,4,1,Tasks,Modified,0455874,2024-07-02 11:01:14.967,2024-07-02
3010384708,32010,1278896,5893834,4,1,Tasks,Modified,0455874,2024-07-02 09:17:20.250,2024-07-02
3010384708,32010,1278896,5894485,3,1,Tasks,Modified,685300,2024-06-30 13:09:55.053,2024-06-30
3010384708,33010,1280324,5906083,4,1,Tasks,Modified,789248,2024-07-02 07:13:34.277,2024-07-02
3010384708,33010,1280324,5905773,1,1,Tasks,Modified,00861394,2024-07-02 04:39:36.163,2024-07-02
3010384708,33010,1280324,5906043,4,1,Tasks,Modified,789248,2024-07-02 07:08:15.047,2024-07-02
3010384708,33010,1280324,5906095,4,1,Tasks,Modified,789248,2024-07-01 13:44:59.590,2024-07-01
3010384708,33010,1280324,5906161,4,1,Tasks,Modified,789248,2024-07-02 07:18:32.600,2024-07-02
3010384708,33010,1280324,5906037,4,1,Tasks,Modified,789248,2024-07-02 07:09:43.467,2024-07-02
3010384708,33010,1280324,5906086,4,1,Tasks,Modified,789248,2024-07-02 07:15:47.383,2024-07-02
3009992864,23000,1283574,5930044,4,1,Tasks,Modified,685300,2024-06-28 01:44:09.647,2024-06-28
3009992864,23000,1283574,5930699,4,1,Tasks,Modified,685300,2024-06-28 02:08:42.307,2024-06-28
3009992864,23000,1283574,5930940,4,1,Tasks,Modified,685300,2024-06-28 02:08:53.657,2024-06-28
3009992864,23000,1283574,5928461,4,1,Tasks,Modified,685300,2024-06-28 01:40:40.480,2024-06-28
3009992864,23000,1283574,5928901,4,1,Tasks,Modified,685300,2024-06-28 01:58:29.237,2024-06-28
3009992864,23000,1283574,5930400,2,1,Tasks,Modified,685300,2024-06-28 02:05:14.243,2024-06-28
3009992864,23000,1283574,5928568,2,1,Tasks,Modified,783473,2024-06-27 23:01:05.707,2024-06-27
3009992864,23000,1283574,5928858,4,1,Tasks,Modified,685300,2024-06-28 01:59:49.713,2024-06-28
3009992864,23000,1283574,5930304,3,1,Tasks,Modified,685300,2024-06-28 02:07:33.443,2024-06-28
3009992864,23000,1283574,5930057,3,1,Tasks,Modified,685300,2024-06-28 01:45:50.147,2024-06-28
3009992864,23000,1283574,5930053,3,1,Tasks,Modified,685300,2024-06-28 01:45:50.147,2024-06-28
3009992864,23000,1283574,5928902,4,1,Tasks,Modified,685300,2024-06-28 01:58:01.147,2024-06-28
3009992864,23000,1283574,5930252,4,1,Tasks,Modified,685300,2024-06-28 02:04:18.993,2024-06-28
3009992864,23000,1283574,5928470,2,1,Tasks,Modified,685300,2024-06-28 01:41:16.253,2024-06-28
3009992864,23000,1283574,5930300,3,1,Tasks,Modified,685300,2024-06-28 02:05:03.497,2024-06-28
3009992864,23000,1283574,5930398,4,1,Tasks,Modified,685300,2024-06-28 02:02:29.983,2024-06-28
3009992864,23000,1283574,5930972,4,1,Tasks,Modified,783473,2024-06-27 23:00:57.270,2024-06-27
3009992864,23000,1283574,5928689,4,1,Tasks,Modified,685300,2024-06-28 01:42:17.447,2024-06-28
3009992864,23000,1283574,5928450,2,1,Tasks,Modified,685300,2024-06-28 01:40:50.993,2024-06-28
3009992864,23000,1283574,5930462,4,1,Tasks,Modified,685300,2024-06-28 02:05:24.947,2024-06-28
3009992864,23000,1283574,5930454,4,1,Tasks,Modified,685300,2024-06-28 01:46:17.990,2024-06-28
3009992864,23000,1283574,5928469,4,1,Tasks,Modified,685300,2024-06-28 01:41:40.793,2024-06-28
3009992864,23000,1283574,5928449,4,1,Tasks,Modified,685300,2024-06-28 01:43:47.183,2024-06-28
3009992864,23000,1283574,5930402,2,1,Tasks,Modified,685300,2024-06-28 02:06:07.780,2024-06-28
3009992864,23000,1283574,5930466,4,1,Tasks,Modified,685300,2024-06-28 02:06:20.013,2024-06-28
3009992864,23000,1283574,5928486,2,1,Tasks,Modified,685300,2024-06-28 01:58:52.933,2024-06-28
3009992864,23000,1283574,5930282,4,1,Tasks,Modified,685300,2024-06-28 02:05:35.767,2024-06-28
3009992864,23000,1283574,5928657,4,1,Tasks,Modified,685300,2024-06-28 01:42:48.713,2024-06-28
3009992864,23000,1283574,5930110,4,1,Tasks,Modified,685300,2024-06-28 01:46:27.617,2024-06-28
3009992864,23000,1283574,5930243,4,1,Tasks,Modified,685300,2024-06-28 02:00:36.577,2024-06-28
3009992864,23000,1283574,5930952,4,1,Tasks,Modified,685300,2024-06-28 02:09:23.913,2024-06-28
3009992864,23000,1283574,5930138,2,1,Tasks,Modified,685300,2024-06-28 01:44:48.823,2024-06-28
3009992864,23000,1283574,5928513,4,1,Tasks,Modified,685300,2024-06-28 01:56:48.983,2024-06-28
3009992864,23000,1283574,5930956,4,1,Tasks,Modified,685300,2024-06-28 02:09:34.280,2024-06-28
3009992864,23000,1283574,5930384,4,1,Tasks,Modified,685300,2024-06-28 02:04:52.687,2024-06-28
3009992864,23000,1283574,5930391,4,1,Tasks,Modified,685300,2024-06-28 02:07:13.120,2024-06-28
3009992864,23000,1283574,5928473,4,1,Tasks,Modified,685300,2024-06-28 01:57:12.153,2024-06-28
3009992864,23000,1283574,5928525,2,1,Tasks,Modified,685300,2024-06-28 01:48:02.293,2024-06-28
3009992864,23000,1283574,5928463,4,1,Tasks,Modified,685300,2024-06-28 01:43:34.367,2024-06-28
3009992864,23000,1283574,5930821,4,1,Tasks,Modified,685300,2024-06-28 02:07:58.243,2024-06-28
3009992864,23000,1283574,5928458,4,1,Tasks,Modified,685300,2024-06-28 01:41:27.467,2024-06-28
3009992864,23000,1283574,5930320,3,1,Tasks,Modified,685300,2024-06-28 02:02:58.120,2024-06-28
3009992864,23000,1283574,5930381,4,1,Tasks,Modified,685300,2024-06-28 02:04:40.953,2024-06-28
3009992864,23000,1283574,5930324,3,1,Tasks,Modified,685300,2024-06-28 02:02:58.120,2024-06-28
3009992864,23000,1283574,5930328,3,1,Tasks,Modified,685300,2024-06-28 02:02:58.120,2024-06-28
3009992864,23000,1283574,5928903,4,1,Tasks,Modified,685300,2024-06-28 01:57:50.417,2024-06-28
3009992864,23000,1283574,5930948,4,1,Tasks,Modified,685300,2024-06-28 02:09:03.857,2024-06-28
3009992864,23000,1283574,5930876,4,1,Tasks,Modified,783473,2024-06-27 23:03:03.763,2024-06-27
3009992864,23000,1283574,5930368,4,1,Tasks,Modified,685300,2024-06-28 02:07:03.853,2024-06-28
3009992864,23000,1283574,5928451,4,1,Tasks,Modified,685300,2024-06-28 01:48:26.683,2024-06-28
3009992864,23000,1283574,5930273,4,1,Tasks,Modified,685300,2024-06-28 02:00:24.970,2024-06-28
3009992864,23000,1283574,5928857,4,1,Tasks,Modified,685300,2024-06-28 01:59:38.020,2024-06-28
3009992864,23000,1283574,5930069,3,1,Tasks,Modified,685300,2024-06-28 01:45:35.917,2024-06-28
3009992864,23000,1283574,5930050,4,1,Tasks,Modified,685300,2024-06-28 01:44:21.210,2024-06-28
3009992864,23000,1283574,5930873,4,1,Tasks,Modified,783473,2024-06-27 23:04:17.820,2024-06-27
3009992864,23000,1283574,5930614,4,1,Tasks,Modified,685300,2024-06-28 02:01:33.047,2024-06-28
3009992864,23000,1283574,5930255,4,1,Tasks,Modified,685300,2024-06-28 02:03:57.450,2024-06-28
3009992864,23000,1283574,5930137,4,1,Tasks,Modified,685300,2024-06-28 02:00:59.243,2024-06-28
3009992864,23000,1283574,5928465,4,1,Tasks,Modified,685300,2024-06-28 01:56:32.760,2024-06-28
3009992864,23000,1283574,5930288,3,1,Tasks,Modified,685300,2024-06-28 02:07:46.593,2024-06-28
3009992864,23000,1283574,5930285,4,1,Tasks,Modified,685300,2024-06-28 02:06:41.537,2024-06-28
3009992864,23000,1283574,5928467,4,1,Tasks,Modified,685300,2024-06-28 01:48:48.797,2024-06-28
3009992864,23000,1283574,5930240,4,1,Tasks,Modified,685300,2024-06-28 02:00:49.033,2024-06-28
3009992864,23000,1283574,5930610,4,1,Tasks,Modified,685300,2024-06-28 02:01:45.310,2024-06-28
3009992864,23000,1283574,5930406,2,1,Tasks,Modified,685300,2024-06-28 02:07:23.580,2024-06-28
3009992864,23000,1283574,5930270,4,1,Tasks,Modified,685300,2024-06-28 02:00:01.400,2024-06-28
3009992864,23000,1283574,5930404,2,1,Tasks,Modified,685300,2024-06-28 02:06:30.403,2024-06-28
3009992864,23000,1283574,5928471,4,1,Tasks,Modified,685300,2024-06-28 01:48:38.040,2024-06-28
3009992864,23000,1283574,5930139,4,1,Tasks,Modified,685300,2024-06-28 02:01:09.743,2024-06-28
3009992864,23000,1283574,5930292,3,1,Tasks,Modified,685300,2024-06-28 02:01:22.003,2024-06-28
3009992864,23000,1283574,5930296,3,1,Tasks,Modified,685300,2024-06-28 02:01:22.003,2024-06-28
3009992864,23000,1283574,5930450,4,1,Tasks,Modified,685300,2024-06-28 01:46:42.330,2024-06-28
3009992864,23000,1283574,5928483,4,1,Tasks,Modified,685300,2024-06-28 01:58:41.113,2024-06-28
3009992864,23000,1283574,5928691,4,1,Tasks,Modified,685300,2024-06-28 01:42:36.613,2024-06-28
3009992864,23000,1283574,5930264,4,1,Tasks,Modified,685300,2024-06-28 02:03:45.207,2024-06-28
3009992864,23000,1283574,5928528,4,1,Tasks,Modified,685300,2024-06-28 01:59:04.703,2024-06-28
3009992864,23000,1283574,5928656,4,1,Tasks,Modified,685300,2024-06-28 01:42:59.307,2024-06-28
3009992864,23000,1283574,5930136,2,1,Tasks,Modified,685300,2024-06-28 01:44:33.297,2024-06-28
3009992864,23000,1283574,5930944,4,1,Tasks,Modified,685300,2024-06-28 02:09:13.887,2024-06-28
3009992864,23000,1283574,5930258,4,1,Tasks,Modified,685300,2024-06-28 02:03:21.603,2024-06-28
3009992864,23000,1283574,5930458,4,1,Tasks,Modified,685300,2024-06-28 02:08:19.640,2024-06-28
3009992864,23000,1283574,5928859,4,1,Tasks,Modified,685300,2024-06-28 01:59:26.397,2024-06-28
3009992864,23000,1283574,5930279,4,1,Tasks,Modified,685300,2024-06-28 02:05:57.190,2024-06-28
3009992864,23000,1283574,5928485,4,1,Tasks,Modified,685300,2024-06-28 01:47:49.907,2024-06-28
3009992864,23000,1283574,5930261,4,1,Tasks,Modified,685300,2024-06-28 02:04:07.930,2024-06-28
3009992864,23000,1283574,5930276,4,1,Tasks,Modified,685300,2024-06-28 02:05:46.730,2024-06-28
3009992864,23000,1283574,5930308,3,1,Tasks,Modified,685300,2024-06-28 02:03:10.243,2024-06-28
3009992864,23000,1283574,5930356,3,1,Tasks,Modified,685300,2024-06-28 02:01:59.037,2024-06-28
3009992864,23000,1283574,5928655,4,1,Tasks,Modified,685300,2024-06-28 01:43:24.140,2024-06-28
3009992864,23000,1283574,5930312,3,1,Tasks,Modified,685300,2024-06-28 02:03:10.243,2024-06-28
3009992864,23000,1283574,5930316,3,1,Tasks,Modified,685300,2024-06-28 02:03:10.243,2024-06-28
3009992864,23000,1283574,5930348,3,1,Tasks,Modified,685300,2024-06-28 02:01:59.037,2024-06-28
3009992864,23000,1283574,5930097,4,1,Tasks,Modified,685300,2024-06-28 01:46:08.113,2024-06-28
3009992864,23000,1283574,5930817,4,1,Tasks,Modified,685300,2024-06-28 02:08:08.373,2024-06-28
3009992864,23000,1283574,5930352,3,1,Tasks,Modified,685300,2024-06-28 02:01:59.037,2024-06-28
3009992864,23000,1283574,5928453,4,1,Tasks,Modified,685300,2024-06-28 01:47:35.910,2024-06-28
3009992864,23000,1283574,5928510,2,1,Tasks,Modified,685300,2024-06-28 01:48:12.513,2024-06-28
3009992864,23000,1283574,5930365,4,1,Tasks,Modified,685300,2024-06-28 02:06:53.587,2024-06-28
3009992864,23000,1283574,5930249,4,1,Tasks,Modified,685300,2024-06-28 02:03:33.117,2024-06-28
3009992864,23000,1283574,5930408,2,1,Tasks,Modified,685300,2024-06-28 02:02:46.813,2024-06-28
3009992864,23000,1283574,5930344,3,1,Tasks,Modified,685300,2024-06-28 02:02:09.650,2024-06-28
3009992864,23000,1283574,5930336,3,1,Tasks,Modified,685300,2024-06-28 02:02:09.650,2024-06-28
3009992864,23000,1283574,5930340,3,1,Tasks,Modified,685300,2024-06-28 02:02:09.650,2024-06-28
3009992864,23000,1283574,5930332,3,1,Tasks,Modified,685300,2024-06-28 02:02:09.650,2024-06-28
3009992864,23000,1283574,5930047,4,1,Tasks,Modified,685300,2024-06-28 01:43:58.623,2024-06-28
3009992864,23000,1283574,5928690,4,1,Tasks,Modified,685300,2024-06-28 01:42:03.403,2024-06-28
3009992864,23000,1283574,5930061,3,1,Tasks,Modified,685300,2024-06-28 01:45:24.227,2024-06-28
3009992864,23000,1283574,5930246,4,1,Tasks,Modified,685300,2024-06-28 02:04:30.803,2024-06-28
3009992864,23000,1283574,5928464,2,1,Tasks,Modified,685300,2024-06-28 01:41:04.043,2024-06-28
3009992864,23000,1283574,5930695,4,1,Tasks,Modified,685300,2024-06-28 02:02:19.250,2024-06-28
3009992864,23000,1283574,5930267,4,1,Tasks,Modified,685300,2024-06-28 02:00:13.220,2024-06-28
3009992864,23000,1283574,5930703,4,1,Tasks,Modified,685300,2024-06-28 02:08:30.670,2024-06-28
3009992864,23000,1283574,5928479,4,1,Tasks,Modified,685300,2024-06-28 01:59:15.047,2024-06-28
3009992864,23000,1283574,5930100,3,1,Tasks,Modified,685300,2024-06-28 01:45:58.647,2024-06-28
3009992864,24000,1286923,5940304,4,1,Tasks,Modified,00609788,2024-06-28 21:30:02.140,2024-06-28
3009992864,24000,1286923,5940356,4,1,Tasks,Modified,00609788,2024-06-28 21:30:20.003,2024-06-28
3009992864,24000,1286923,5941458,4,1,Tasks,Modified,t892005,2024-06-28 10:53:51.263,2024-06-28
3009992864,24000,1286923,5941150,4,1,Tasks,Modified,685300,2024-06-27 22:11:03.697,2024-06-27
3009992864,24000,1286923,5941464,4,1,Tasks,Modified,t892005,2024-06-28 10:52:47.033,2024-06-28
3009992864,24000,1286923,5941461,4,1,Tasks,Modified,t892005,2024-06-28 10:56:53.990,2024-06-28
3009992864,24000,1286923,5941116,4,1,Tasks,Modified,685300,2024-06-27 22:09:05.860,2024-06-27
3009992864,24000,1286923,5941771,4,1,Tasks,Modified,685300,2024-06-27 22:08:47.323,2024-06-27
3009992864,24000,1286923,5941511,4,1,Tasks,Modified,t892005,2024-06-28 11:09:07.750,2024-06-28
3009992864,24000,1286923,5940338,4,1,Tasks,Modified,00609788,2024-06-28 21:30:27.383,2024-06-28
3009992864,24000,1286923,5941246,1,1,Tasks,Modified,00628805,2024-07-02 01:28:13.993,2024-07-02
3009992864,24000,1286923,5941780,4,1,Tasks,Modified,685300,2024-06-27 21:45:00.627,2024-06-27
3009992864,24000,1286923,5941470,4,1,Tasks,Modified,t892005,2024-06-28 10:51:34.010,2024-06-28
3009992864,24000,1286923,5941245,1,1,Tasks,Modified,00628805,2024-07-02 01:28:02.123,2024-07-02
3009992864,24000,1286923,5940350,4,1,Tasks,Modified,00609788,2024-06-28 21:29:56.713,2024-06-28
3009992864,24000,1286923,5941149,4,1,Tasks,Modified,685300,2024-06-27 22:11:15.950,2024-06-27
3009992864,24000,1286923,5940325,2,1,Tasks,Modified,00609788,2024-06-28 21:30:08.330,2024-06-28
3009992864,24000,1286923,5941151,4,1,Tasks,Modified,685300,2024-06-27 22:11:35.210,2024-06-27
3009992864,24000,1286923,5941244,1,1,Tasks,Modified,00628805,2024-07-02 01:27:48.703,2024-07-02
3009992864,24000,1286923,5941467,4,1,Tasks,Modified,t892005,2024-06-28 10:50:47.033,2024-06-28
3009992864,24000,1286923,5940284,4,1,Tasks,Modified,00609788,2024-06-28 21:30:13.973,2024-06-28
3009992864,24000,1286923,5941117,4,1,Tasks,Modified,685300,2024-06-27 22:09:32.633,2024-06-27
3009992864,24000,1286923,5941738,4,1,Tasks,Modified,685300,2024-06-27 21:44:40.850,2024-06-27
3009992864,24000,1286923,5940322,4,1,Tasks,Modified,00609788,2024-06-28 21:29:30.570,2024-06-28
3009992864,24000,1286923,5941768,4,1,Tasks,Modified,685300,2024-06-27 21:45:38.597,2024-06-27
3009992864,24000,1286923,5941115,4,1,Tasks,Modified,685300,2024-06-27 22:08:54.670,2024-06-27
3009992864,24000,1286923,5940157,4,1,Tasks,Modified,776793,2024-06-29 08:55:53.230,2024-06-29
3010384708,34010,1287170,5941936,4,1,Tasks,Modified,00265761,2024-07-02 17:53:47.640,2024-07-02
3010384708,34010,1287170,5942534,2,1,Tasks,Modified,00491900,2024-06-27 19:10:23.503,2024-06-27
3010384708,34010,1287170,5941923,2,1,Tasks,Modified,00265761,2024-07-02 22:25:49.283,2024-07-02
3010384708,34010,1287170,5941916,4,1,Tasks,Modified,00265761,2024-07-02 22:24:50.830,2024-07-02
3010384708,34010,1287170,5942538,2,1,Tasks,Modified,00491900,2024-06-27 19:10:46.423,2024-06-27
3010384708,34010,1287170,5942624,2,1,Tasks,Modified,675604,2024-06-27 19:40:19.793,2024-06-27
3010384708,34010,1287170,5942996,4,1,Tasks,Modified,00265761,2024-07-02 22:27:03.717,2024-07-02
3010384708,34010,1287170,5942615,2,1,Tasks,Modified,675604,2024-06-27 19:39:20.740,2024-06-27
3010384708,34010,1287170,5942566,2,1,Tasks,Modified,00491900,2024-06-27 19:11:12.963,2024-06-27
3010384708,34010,1287170,5942915,2,1,Tasks,Modified,956616,2024-06-27 19:51:02.867,2024-06-27
3010384708,34010,1287170,5943079,2,1,Tasks,Modified,957067,2024-06-27 22:12:48.473,2024-06-27
3010384708,34010,1287170,5941890,4,1,Tasks,Modified,00265761,2024-07-02 22:24:29.783,2024-07-02
3010384708,34010,1287170,5943221,4,1,Tasks,Modified,00265761,2024-07-02 17:55:25.020,2024-07-02
3010384708,34010,1287170,5942542,2,1,Tasks,Modified,00491900,2024-06-27 19:10:53.210,2024-06-27
3010384708,34010,1287170,5942574,2,1,Tasks,Modified,00491900,2024-06-27 19:12:23.317,2024-06-27
